map,mode,matchID,duration,result,isPresentAtEnd,kills,ekiadRatio,rankAtEnd,shotsLanded,highestMultikill,ekia,score,headshots,assists,scorePerMinute,deaths,damageDealt,shotsMissed,multikills,highestStreak,hits,timePlayed,suicides,timePlayedAlive,objectives,shotsFired
mp_sm_central,dom,7.43E+17,205000,win,1,11,1.5,87,59,0,12,1325,4,1,316.7330677,8,2036,273,0,4,59,251,0,187,7,332
mp_tank,dm,3.24E+18,547000,,1,14,0.636363636,87,65,2,14,2200,0,0,233.6283186,22,2751,297,1,3,65,565,0,474,0,362
mp_black_sea,war12v12,5.74E+18,606000,win,1,13,1.769230769,87,70,3,23,2100,1,10,185.840708,13,2933,383,2,4,70,678,0,566,3,453
mp_sm_central,dom,1.53E+19,335000,win,1,22,1.571428571,87,127,2,22,3650,2,0,579.3650794,14,3597,304,3,4,127,378,0,302,19,431
mp_kgb,koth,1.05E+19,628000,win,1,9,0.65,86,57,0,13,2205,2,4,190.3597122,20,1898,246,0,2,57,695,0,563,11,303
mp_mall,sd,3.25E+18,998000,win,1,8,1.333333333,86,33,0,8,1125,1,0,64.59330144,6,1022,133,0,4,33,1045,0,526,5,166
mp_cartel,koth10v10,5.71E+18,952000,win,1,13,0.567567568,86,95,2,21,2090,4,8,122.5806452,37,2871,501,2,3,95,1023,0,866,8,596
mp_sm_game_show,conf,1.33E+18,360000,win,1,9,0.8,85,77,0,16,2095,1,7,309.6059113,20,2467,235,0,1,77,406,0,312,15,312
mp_tundra,war12v12,9.81E+18,1152000,loss,1,10,0.541666667,85,47,0,13,2575,1,3,127.6859504,24,1904,399,0,3,47,1210,0,1043,11,446
mp_mall,koth,1.33E+19,646000,win,1,13,0.625,90,57,0,15,1765,3,2,150.8547009,24,2035,347,0,3,57,702,0,572,9,404
mp_sm_berlin_tunnel,conf,8.08E+18,360000,win,1,14,1.666666667,89,70,0,15,2880,2,1,428.7841191,9,2255,232,0,5,70,403,0,338,20,302
mp_cartel,koth10v10,8.81E+18,765000,loss,,0,0,89,,0,0,0,0,0,0,0,0,,0,0,0,32,0,0,0,
mp_tundra,dom10v10,4.72E+18,660000,win,1,3,0.5,89,27,0,4,300,0,1,24.65753425,8,940,232,0,2,27,730,0,638,3,259
mp_sm_finance,conf,4.03E+18,360000,loss,1,10,0.571428571,89,65,2,12,1545,2,2,214.5833333,21,2120,265,1,2,66,432,0,311,12,330
mp_tundra,dom10v10,1.03E+19,575000,win,1,6,1,89,40,0,7,775,3,1,71.75925926,7,1645,196,0,4,40,648,0,547,8,236
mp_black_sea,koth,6.29E+18,668000,win,1,18,1.047619048,88,126,2,22,2685,5,4,225.3146853,21,3201,442,2,4,126,715,0,610,13,568
mp_tank,dm,3.14E+18,600000,loss,1,15,0.941176471,88,68,2,16,2575,3,0,238.7944359,17,3693,134,1,3,68,647,0,549,0,202
mp_sm_finance,tdm,7.68E+18,360000,win,1,5,0.888888889,88,41,0,8,400,4,3,59.25925926,9,1347,233,0,1,41,405,0,336,0,274
mp_tundra,conf,9.42E+18,441000,loss,1,11,0.65,90,62,0,13,2435,0,2,295.1515152,20,2268,213,0,2,63,495,0,385,21,275
mp_tundra,war12v12,9.63E+18,413000,loss,1,7,9,90,41,2,9,1425,1,2,173.4279919,1,1558,173,1,5,41,493,0,406,3,214
mp_sm_berlin_tunnel,conf,7.79E+18,360000,loss,1,18,1.375,91,93,2,22,3100,3,4,442.8571429,16,3497,270,3,5,93,420,0,318,19,363
mp_cartel,dm,1.30E+19,600000,,1,16,1.888888889,90,66,0,17,4125,1,0,371.0644678,9,2710,184,0,8,66,667,0,576,0,250
mp_miami,tdm,1.21E+19,600000,loss,,3,0.5,92,28,0,5,550,2,2,57.99648506,10,1181,109,0,2,28,569,0,489,0,137
mp_cartel,dom10v10,1.46E+19,519000,loss,1,15,1,91,84,2,18,2845,3,3,293.8037866,18,3360,345,2,5,84,581,1,476,9,429
mp_moscow,dropkick,7.08E+18,534000,loss,1,11,1,93,60,3,15,1010,2,4,97.42765273,15,1810,273,2,3,61,622,0,475,0,333
mp_kgb,koth,1.08E+19,761000,loss,1,16,1,93,90,2,29,2365,2,14,197.9079498,29,3679,357,1,2,90,717,0,577,20,447
mp_moscow,tdm,1.30E+19,588000,loss,1,8,0.55,92,29,0,11,1790,2,3,160.2985075,20,1774,197,0,2,29,670,0,539,0,226
mp_nuketown6,dropkick,4.52E+18,487000,loss,1,10,1,93,25,0,12,1855,0,3,202.3636364,12,1502,74,0,4,25,550,0,373,0,99
mp_raid_rm,dropkick,3.74E+18,473000,loss,1,2,0.266666667,93,14,0,4,475,1,2,55.01930502,15,353,123,0,2,14,518,0,399,0,137
mp_cartel,dropkick,3.29E+18,431000,win,1,1,0.5,93,1,0,1,50,1,0,22.05882353,2,35,12,0,1,1,136,0,60,0,13
wz_sanatorium,fireteam_dirty_bomb,1.34E+19,1291000,loss,,4,1.6,93,28,0,8,1025,1,1,97.1563981,5,551,49,0,2,28,633,0,462,2,77
mp_nuketown6,tdm,2.60E+18,393000,loss,,0,0,96,0,0,0,0,0,0,0,4,0,0,0,0,0,165,0,117,0,0
mp_nuketown6,dom,1.45E+19,693000,loss,1,26,1.16,96,125,2,29,4575,3,3,371.4479026,25,4237,607,3,6,126,739,0,575,8,732
wz_sanatorium,fireteam_dirty_bomb,2.21E+18,1040000,loss,1,3,0.555555556,95,36,0,5,1505,0,0,80.625,9,995,283,0,2,36,1120,0,885,1,319
wz_sanatorium,fireteam_dirty_bomb,6.90E+18,1222000,loss,1,5,0.916666667,95,70,0,11,2450,1,2,110.6094808,12,2003,285,0,2,70,1329,1,1008,11,355
mp_sm_game_show,gunfight,1.59E+19,410000,none,1,2,1.25,94,20,0,5,250,2,3,33.86004515,4,600,143,0,1,21,443,0,228,0,163
wz_sanatorium,fireteam_dirty_bomb,8.80E+18,996000,loss,1,3,0.444444444,94,56,0,4,1355,0,1,74.65564738,9,1005,285,0,1,57,1089,0,847,5,341
wz_sanatorium,fireteam_dirty_bomb,1.42E+19,1058000,loss,1,5,0.714285714,94,53,0,5,1775,2,0,105.2371542,7,1169,386,0,2,54,1012,0,792,7,439
mp_sm_game_show,conf,1.44E+19,360000,win,1,13,1.363636364,96,71,2,15,2725,0,2,398.7804878,11,2103,266,2,5,71,410,0,334,9,337
mp_mall,koth,4.00E+18,441000,win,1,20,1.5625,96,101,3,25,2000,3,5,235.7563851,16,3055,350,1,4,101,509,0,404,11,451
mp_sm_berlin_tunnel,dom,1.43E+19,326000,loss,1,14,1,96,59,2,14,1350,2,0,205.0632911,14,2527,228,2,4,59,395,0,293,10,287
mp_sm_finance,dom,1.01E+19,240000,loss,1,4,0.461538462,99,27,0,6,1775,0,2,356.187291,13,882,132,0,2,27,299,0,207,11,159
mp_mall,control,1.38E+18,779000,loss,1,5,0.428571429,99,19,0,6,825,2,1,78.32278481,14,1008,65,0,2,19,632,0,453,3,84
mp_sm_central,tdm,4.53E+18,294000,win,1,9,1.666666667,98,62,0,15,1850,3,6,301.6304348,9,1941,308,0,4,66,368,0,270,0,370
mp_kgb,control,1.03E+19,584000,win,1,7,0.733333333,98,30,0,11,1655,1,4,150.6828528,15,1344,138,0,4,30,659,0,434,5,168
mp_sm_central,tdm,1.81E+19,301000,win,1,12,1.071428571,98,63,2,15,1950,0,3,341.1078717,14,1856,389,1,3,63,343,1,261,0,452
mp_tundra,dom10v10,1.62E+19,721000,win,1,9,1.375,98,55,2,11,2685,1,2,285.1327434,8,1723,439,2,7,55,565,0,500,4,494
wz_sanatorium,fireteam_dirty_bomb,8.56E+18,1004000,loss,1,3,1,97,18,0,4,2845,1,1,155.6061987,4,626,35,0,3,20,1097,0,928,22,53
wz_sanatorium,fireteam_dirty_bomb,7.37E+18,1143000,loss,1,9,2,97,104,0,14,4075,2,4,208.2623509,7,2427,409,0,4,105,1174,0,1020,20,513
mp_sm_game_show,dom,9.01E+18,291000,win,1,14,1.666666667,97,65,0,15,2075,1,1,376.1329305,9,2017,245,0,3,65,331,0,268,14,310
mp_raid_rm,conf,3.23E+18,491000,loss,1,4,0.375,99,35,0,6,1145,0,2,128.1716418,16,1397,243,0,2,35,536,0,444,3,278
mp_satellite,dropkick,1.33E+18,493000,win,1,11,1.090909091,100,43,0,12,1480,2,1,161.1615245,11,2143,120,0,2,43,551,0,394,0,163
mp_tundra,dm,9.74E+18,561000,loss,1,29,2,100,145,2,34,4975,1,0,474.5627981,17,5242,526,1,7,146,629,0,519,0,671
mp_sm_finance,conf,3.05E+18,360000,win,1,7,0.777777778,99,48,0,7,1230,1,0,181.773399,9,1356,174,0,1,48,406,0,339,12,222
mp_sm_game_show,tdm,1.81E+19,360000,win,1,9,0.8,101,47,2,12,1450,2,3,205.6737589,15,1586,154,1,4,47,423,1,310,0,201
mp_sm_berlin_tunnel,tdm,1.04E+19,360000,loss,1,2,0.375,101,27,0,3,400,3,1,59.40594059,8,688,121,0,2,27,404,0,330,0,148
mp_tundra,tdm,1.43E+19,316000,loss,1,7,0.555555556,100,50,2,10,1720,0,3,285.0828729,18,2138,145,1,5,50,362,0,267,0,195
mp_mall,koth,5.59E+18,349000,win,1,5,1.166666667,101,23,0,7,985,0,2,142.0673077,6,808,79,0,3,23,416,0,329,6,102
mp_tundra,dom,4.66E+18,723000,win,1,18,0.923076923,101,85,2,24,3355,2,6,261.7685306,26,3470,323,2,2,85,769,1,613,15,408
mp_tundra,dom10v10,7.40E+18,660000,win,1,5,1,102,20,2,6,550,3,1,44.95912807,6,890,254,1,2,20,734,0,634,3,274
mp_moscow,koth,7.77E+18,567000,win,1,6,0.35,102,39,0,7,935,1,1,88.76582278,20,1715,100,0,2,39,632,0,509,10,139
mp_satellite,dom_snipe_bb,1.28E+19,632000,win,1,12,1.076923077,102,9,0,14,2485,3,2,216.7151163,13,1853,22,0,3,11,688,1,562,14,31
mp_nuketown6,tdm,3.06E+18,480000,win,1,19,1.555555556,103,61,2,28,3780,2,9,428.7334594,18,3641,190,2,4,62,529,0,431,0,251
mp_cartel,war12v12,9.64E+18,1045000,loss,1,34,1.464285714,103,144,2,41,9650,6,7,511.0326567,28,6541,463,3,10,145,1133,0,919,14,607
mp_black_sea,koth10v10,1.59E+19,694000,loss,1,6,0.857142857,102,48,0,12,665,1,6,53.77358491,14,1919,225,0,1,48,742,0,652,1,273
mp_black_sea,koth10v10,1.46E+19,639000,loss,1,10,0.733333333,105,26,0,11,1285,2,1,105.7613169,15,1479,128,0,1,26,729,0,592,4,154
mp_satellite,tdm,1.35E+19,600000,win,1,9,0.75,105,11,0,9,700,3,0,63.73292868,12,1620,25,0,2,11,659,0,571,0,36
mp_mall,koth,6.17E+17,703000,loss,1,19,0.84375,105,112,0,27,2650,0,8,206.4935065,32,3900,520,0,4,112,770,1,626,27,632
mp_sm_central,tdm,4.20E+18,250000,win,1,16,1.461538462,104,70,2,19,2800,1,3,554.4554455,13,2525,248,1,3,70,303,0,219,0,318
mp_sm_game_show,dom,1.02E+19,215000,win,1,10,3,104,56,0,12,1725,1,2,410.7142857,4,1528,187,0,4,56,252,0,203,11,243
mp_tank,dom_snipe_bb,5.85E+18,532000,loss,1,6,0.470588235,104,14,0,8,925,0,2,92.34608985,17,1483,24,0,1,14,601,0,433,2,38
mp_sm_berlin_tunnel,conf,1.62E+19,360000,win,1,8,0.785714286,103,36,2,11,1235,0,3,182.962963,14,1486,159,1,2,37,405,1,319,6,195
mp_miami,tdm_snipe_bb,2.35E+18,600000,loss,1,5,0.263157895,106,8,2,5,1050,0,0,93.88971684,19,1126,20,1,3,8,671,0,543,0,28
mp_raid_rm,koth,5.53E+18,664000,win,1,13,0.64,106,49,0,16,1955,5,3,161.5702479,25,2954,79,0,5,50,726,0,592,8,128
mp_tundra,koth10v10,1.02E+19,788000,win,1,19,2.1,108,66,2,21,2680,2,2,185.2534562,10,3178,342,1,3,66,868,0,759,9,408
mp_cartel,dropkick,1.48E+19,423000,win,1,4,1,108,32,0,8,820,1,4,100,8,1051,97,0,2,33,492,0,364,0,129
mp_sm_central,conf,6.21E+18,360000,win,1,20,0.954545455,108,101,2,21,2635,3,2,389.408867,22,3544,254,1,2,102,406,1,297,20,355
mp_satellite,tdm,7.14E+16,473000,win,1,12,1.153846154,107,36,2,15,2625,4,3,294.3925234,13,1897,57,1,5,36,535,0,440,0,93
mp_sm_berlin_tunnel,conf,5.95E+17,360000,loss,1,8,0.578947368,107,57,0,11,1750,1,3,256.7237164,19,2054,239,0,2,57,409,0,317,14,296
mp_tank,tdm,8.91E+18,560000,loss,1,8,0.578947368,107,30,0,11,1110,0,3,104.3887147,19,2019,69,0,1,30,638,0,494,0,99
mp_sm_game_show,tdm,1.66E+19,321000,win,1,13,2,107,69,2,22,2350,1,9,384.1961853,11,2340,191,1,4,69,367,0,293,0,260
mp_sm_finance,dom,5.03E+18,261000,win,1,10,1.111111111,106,42,2,10,1900,0,0,380,9,1834,155,1,3,42,300,0,237,10,197
mp_moscow,sd,1.50E+19,1241000,loss,1,1,0.25,106,2,0,1,300,0,0,20.95459837,4,195,9,0,0,3,859,0,368,2,11
mp_tundra,koth10v10,8.54E+18,726000,loss,,4,0.285714286,112,6,2,4,345,1,0,31.74846626,14,503,37,1,2,7,652,0,526,3,43
mp_cartel,dom10v10,1.80E+19,570000,loss,1,8,0.578947368,112,41,2,11,1050,1,3,98.28393136,19,1575,206,1,3,41,641,0,515,2,247
mp_tundra,tdm,1.38E+19,329000,win,1,8,1.1,111,44,0,11,1475,1,3,225.1908397,10,1333,136,0,3,44,393,0,302,0,180
mp_raid_rm,tdm,2.57E+18,494000,win,1,4,0.533333333,110,24,0,8,400,1,4,44.44444444,15,1096,186,0,1,24,540,0,447,0,210
mp_moscow,koth,1.70E+19,734000,win,1,14,0.575757576,110,51,2,19,2075,5,5,153.1365314,33,2605,192,2,3,51,813,0,639,16,243
mp_tank,tdm,2.38E+17,452000,loss,1,3,0.25,110,13,0,5,600,0,2,69.76744186,20,952,35,0,1,13,516,0,403,0,48
mp_sm_finance,conf,9.55E+18,360000,loss,1,17,0.875,109,93,2,21,3440,3,4,512.1588089,24,3390,349,1,3,93,403,0,302,15,442
wz_sanatorium,fireteam_dirty_bomb,1.26E+19,786000,loss,1,3,0.555555556,109,50,0,5,980,2,0,67.04675029,9,808,231,0,2,50,877,0,618,0,281
mp_sm_finance,gunfight,1.57E+17,225000,win,1,8,8,109,32,0,8,600,0,0,140.625,1,1200,106,0,4,32,256,0,120,0,138
mp_nuketown6,koth,1.50E+19,477000,loss,1,9,0.545454545,109,45,0,12,1210,1,3,137.2400756,22,1890,211,0,2,45,529,0,427,7,256
mp_sm_central,conf,6.10E+18,357000,loss,,7,0.571428571,114,50,0,8,1060,0,1,263.9004149,14,1572,193,0,3,50,241,1,173,6,243
mp_sm_central,dom,1.84E+19,301000,loss,1,17,1,114,96,3,20,4150,5,3,707.3863636,20,3022,319,2,5,96,352,0,256,16,415
mp_tank,dom_snipe_bb,9.70E+18,636000,win,1,6,0.8,114,9,0,8,725,2,2,62.14285714,10,1681,8,0,2,11,700,0,573,3,17
mp_kgb,dm,4.62E+18,600000,,1,14,0.695652174,114,56,0,16,2600,2,0,242.2360248,23,3025,247,0,4,56,644,0,528,0,303
mp_tundra,koth10v10,1.04E+19,568000,loss,1,9,0.785714286,113,35,2,11,1175,0,2,107.4695122,14,1803,198,1,3,35,656,0,525,8,233
mp_satellite,dropkick,9.00E+18,440000,loss,1,7,1,113,41,2,11,745,2,4,95.51282051,11,1586,212,1,2,41,468,0,369,0,253
mp_cartel,dom10v10,7.02E+17,580000,loss,1,13,1.5,113,78,2,18,3525,1,5,326.3888889,12,2434,330,1,4,78,648,0,543,18,408
mp_black_sea,dom10v10,1.41E+19,786000,loss,1,14,1.272727273,113,34,2,14,2010,4,0,142.04947,11,2338,104,1,5,34,849,0,754,7,138
mp_sm_finance,dom,6.72E+18,310000,win,1,13,1.071428571,112,69,0,15,2675,3,2,454.674221,14,2313,286,0,3,69,353,0,274,16,355
mp_raid_rm,dm,1.04E+19,600000,win,1,12,0.823529412,115,58,0,14,1575,0,0,143.3990895,17,2250,268,0,2,58,659,0,559,0,326
mp_cartel,koth10v10,1.59E+19,791000,win,1,23,1.034482759,115,92,2,30,2610,3,7,182.5174825,29,3692,384,1,4,92,858,0,705,16,476
mp_mall,tdm,1.66E+19,579000,loss,1,12,1.4,115,57,2,14,2570,3,2,343.4298441,10,2045,295,2,2,57,449,0,385,0,352
mp_miami,dm,6.65E+18,600000,loss,1,6,0.666666667,114,23,0,8,1050,1,0,98.4375,12,1612,87,0,1,23,640,0,561,0,110
mp_sm_berlin_tunnel,dom,1.08E+19,296000,loss,1,10,0.6875,117,67,2,11,2375,0,1,408.3094556,16,2017,199,1,2,68,349,0,251,12,266
mp_sm_central,dom,1.62E+19,300000,loss,1,9,0.7,116,70,0,14,2725,0,6,469.8275862,20,2640,264,0,2,70,348,0,256,17,334
mp_moscow,tdm,1.10E+19,600000,win,1,17,0.947368421,116,85,0,18,2630,1,1,238.0090498,19,2813,247,0,2,85,663,0,552,0,332
mp_sm_game_show,dom,5.60E+18,350000,loss,1,21,1.588235294,116,112,2,27,3350,1,6,500,17,3558,328,3,4,112,402,2,312,19,440
mp_sm_berlin_tunnel,dom,4.16E+18,280000,win,1,9,1.375,115,53,2,11,1325,0,2,240.9090909,8,1780,178,1,3,53,330,0,257,8,231
mp_sm_finance,conf,1.52E+19,360000,win,1,18,1.4,118,62,2,21,3570,1,3,536.8421053,15,3238,231,2,7,80,399,0,323,14,293
mp_raid_rm,control,1.08E+19,656000,loss,1,11,0.666666667,117,75,2,12,1520,2,1,127.5524476,18,2459,297,2,4,75,715,0,476,7,372
mp_black_sea,dom10v10,6.55E+18,741000,loss,1,6,0.571428571,117,28,2,8,1155,3,2,85.76732673,14,1306,140,1,2,28,808,0,687,5,168
mp_sm_finance,conf,9.51E+18,360000,loss,1,8,0.476190476,118,57,0,10,1540,1,2,223.1884058,21,2311,276,0,2,70,414,0,315,15,333
mp_sm_game_show,tdm,9.02E+18,350000,win,1,16,1.727272727,118,72,2,19,2350,2,3,347.2906404,11,2564,222,1,4,78,406,1,322,0,294
mp_sm_finance,dom,4.33E+18,230000,loss,1,2,0.2,118,27,0,3,400,0,1,86.95652174,15,1470,174,0,1,27,276,0,189,4,201
mp_sm_game_show,tdm,1.66E+19,360000,loss,,3,0.4,120,12,0,4,350,1,1,119.3181818,10,587,61,0,2,12,176,0,119,0,73
mp_express_rm,tdm,1.59E+18,535000,win,1,11,1.166666667,120,47,0,14,1800,3,3,195.2983725,12,1760,227,0,2,47,553,0,475,0,274
mp_express_rm,dom,1.14E+19,710000,win,1,8,0.47826087,119,54,2,11,1390,2,3,109.3053735,23,1672,270,1,3,54,763,0,606,9,324
mp_express_rm,tdm,4.79669E+14,588000,loss,1,15,1.117647059,119,70,3,19,3320,3,4,321.80937,17,2800,249,2,6,75,619,0,538,0,319
mp_express_rm,conf,1.39E+19,556000,loss,1,16,1.25,119,64,2,20,2285,2,4,222.9268293,16,2590,312,1,2,64,615,0,516,15,376
wz_forest,fireteam_dirty_bomb_endurance,9.64E+18,2064000,win,1,9,1.666666667,181,21,0,15,2340,3,5,97.83972125,9,1746,58,0,3,83,1435,1,1221,11,79
mp_express_rm,conf,1.70E+19,456000,win,1,13,1,123,21,0,13,2125,2,0,253.9840637,13,1747,33,0,4,21,502,0,401,15,54
mp_sm_berlin_tunnel,tdm,1.71E+19,360000,win,1,10,1.375,122,23,0,11,1350,3,1,201.4925373,8,1507,52,0,2,24,402,0,333,0,75
mp_express_rm,dom,5.94E+18,601000,win,1,12,1,122,85,3,15,1755,2,3,170.9415584,15,2628,329,1,3,85,616,0,491,4,414
mp_express_rm,dom,1.52E+19,672000,win,1,10,0.458333333,121,46,0,11,2035,1,1,170.292887,24,2090,240,0,4,46,717,0,575,11,286
mp_sm_finance,tdm,5.22E+18,312000,loss,1,13,0.894736842,121,70,2,17,1700,4,4,276.4227642,19,2475,273,2,4,70,369,0,265,0,343
mp_express_rm,conf,1.54E+19,503000,win,1,10,1.25,120,53,2,15,1575,1,5,195.2479339,12,1945,262,1,2,58,484,0,410,14,315
mp_moscow,tdm,9.29E+18,600000,loss,1,10,0.923076923,125,36,0,12,1670,5,2,145.2173913,13,2337,89,0,3,36,690,0,558,0,125
mp_cartel,koth10v10,1.84E+18,864000,win,1,10,0.361111111,125,24,0,13,1825,0,3,118.1229773,36,1794,63,0,3,24,927,0,779,5,87
mp_tundra,tdm,4.55E+18,437000,win,1,11,1.5,124,21,0,12,2855,5,1,356.875,8,1976,24,0,7,22,480,0,417,0,45
mp_sm_central,dom,8.39E+18,276000,loss,1,14,1.5,123,71,2,15,2175,4,1,406.5420561,10,2210,243,1,4,71,321,0,238,17,314
mp_express_rm,koth,9.79E+18,492000,loss,1,11,0.928571429,123,23,2,13,950,3,2,105.9479554,14,1601,39,2,3,23,538,0,432,5,62
mp_kgb,dm,9.00E+18,600000,win,1,10,1.416666667,126,10,2,17,2025,2,0,204.2016807,12,2026,30,1,4,11,595,0,496,0,40
mp_raid_rm,koth_cdl,2.68E+18,651000,win,1,15,0.956521739,128,82,2,22,1965,6,7,169.3965517,23,2695,313,2,3,82,696,0,555,19,395
mp_kgb,control_cdl,9.28E+18,655000,win,1,8,0.75,128,67,0,9,2825,1,1,239.4067797,12,1745,255,0,2,68,708,0,505,9,322
mp_tank,koth_cdl,1.67E+19,669000,loss,1,15,0.807692308,127,80,2,21,2470,0,6,204.9792531,26,2232,319,2,2,80,723,0,558,24,399
mp_tundra,koth_cdl,1.59E+19,423000,loss,1,9,0.545454545,127,64,2,12,810,3,3,98.3805668,22,2118,158,1,2,65,494,0,334,13,222
mp_tank,control_cdl,1.66E+19,874000,loss,1,6,0.233333333,127,40,0,7,1875,0,1,122.2826087,30,1391,197,0,2,40,920,0,616,9,237
mp_tundra,koth_cdl,1.52E+19,549000,loss,1,9,0.5,127,59,2,14,820,1,5,81.45695364,28,1827,257,1,2,59,604,0,433,11,316
mp_tank,koth_cdl,1.70E+19,382000,win,1,0,0.222222222,126,0,0,2,340,0,2,47.33178654,9,190,6,0,0,6,431,0,338,2,6
mp_raid_rm,tdm,4.92E+17,501000,win,,0,0,126,,0,0,0,0,0,0,0,0,,0,0,0,31,0,0,0,
mp_moscow,sd_cdl,4.98E+18,694000,win,1,2,0.6,130,11,2,3,225,0,1,18.29268293,5,370,27,1,2,12,738,0,334,2,38
mp_tundra,koth_cdl,7.33E+18,751000,win,1,13,0.558823529,130,97,0,19,1420,0,6,105.9701493,34,2813,359,0,2,97,804,0,609,25,456
mp_raid_rm,control_cdl,9.72E+18,498000,loss,1,10,0.8125,130,53,2,13,1950,4,3,212.7272727,16,1459,331,1,4,54,550,0,358,11,384
mp_raid_rm,control_cdl,1.09E+19,688000,win,1,7,0.769230769,129,40,0,10,1850,5,3,149.7975709,13,1364,207,0,1,40,741,0,559,13,247
mp_raid_rm,control_cdl,1.19E+19,658000,win,1,4,0.5,129,31,0,10,1325,2,6,114.0602582,20,860,225,0,2,31,697,0,505,12,256
mp_kgb,control_cdl,1.55E+19,959000,loss,1,13,0.551724138,129,82,0,16,2575,0,3,151.9174041,29,3147,280,0,1,82,1017,0,689,21,362
mp_tundra,koth_cdl,9.12E+18,603000,loss,1,3,0.228571429,128,36,0,8,705,3,5,64.97695853,35,1171,227,0,1,36,651,0,458,7,263
mp_moscow,sd_cdl,1.03E+19,524000,win,1,8,2,132,35,2,8,725,1,0,78.37837838,4,1152,113,1,4,36,555,0,269,3,148
mp_tank,sd_cdl,7.52E+18,851000,loss,1,1,0.25,132,14,0,2,100,0,1,6.756756757,8,403,35,0,1,17,888,0,364,2,49
mp_moscow,koth_cdl,1.16E+18,751000,win,1,14,0.65625,132,92,2,21,1895,0,7,141.9475655,32,3077,368,2,2,92,801,0,610,26,460
mp_tank,sd_cdl,9.61E+17,881000,win,1,4,0.666666667,134,20,0,4,315,0,0,20.45454545,6,659,108,0,2,20,924,0,451,2,128
mp_tank,control_cdl,2.69E+17,550000,win,1,10,1.4,133,61,0,14,1750,0,4,168,10,1701,266,0,3,61,625,0,442,20,327
mp_moscow,sd_cdl,3.77E+17,788000,win,1,1,0.6,133,21,0,3,150,0,2,10.35673188,5,854,120,0,1,23,869,0,468,2,141
mp_kgb,koth_cdl,6.99E+18,559000,win,1,11,0.714285714,135,70,0,15,955,1,4,94.7107438,21,2316,292,0,1,70,605,0,463,13,362
mp_tank,koth_cdl,1.44E+19,680000,win,1,2,0.2,135,26,0,7,985,2,5,81.40495868,35,1052,183,0,1,27,726,0,537,12,209
mp_raid_rm,control_cdl,5.09E+18,340000,win,1,6,6,135,28,0,6,2075,2,0,322.5388601,1,945,57,0,3,28,386,0,265,12,85
mp_tank,control_cdl,1.21E+19,461000,loss,1,9,1,135,60,2,14,1300,1,5,149.4252874,14,1744,224,1,2,60,522,0,345,18,284
mp_raid_rm,sd_cdl,3.44E+18,700000,win,1,3,0.666666667,134,27,0,4,240,1,1,19.51219512,6,840,158,0,2,28,738,1,348,1,185
mp_tundra,koth_cdl,8.48E+18,351000,win,1,4,1.571428571,134,35,0,11,1200,3,7,180,7,1051,157,0,1,35,400,0,321,9,192
mp_tundra,koth_cdl,1.50E+18,646000,win,1,22,1.470588235,134,117,2,25,3210,1,3,272.4186704,17,3741,454,1,5,118,707,0,568,29,571
mp_kgb,control_cdl,8.46E+18,408000,loss,1,6,0.421052632,137,39,0,8,575,0,2,71.72557173,19,1325,152,0,2,39,481,0,268,9,191
mp_raid_rm,control_cdl,5.77E+18,801000,win,1,6,0.5,137,57,2,11,2225,2,5,155.7759627,22,1689,271,1,2,58,857,1,579,16,328
mp_raid_rm,sd_cdl,4.82E+18,668000,win,1,3,0.666666667,136,21,0,4,150,0,1,12.74787535,6,620,85,0,1,21,706,0,308,0,106
mp_kgb,control_cdl,1.15E+19,508000,win,1,5,0.533333333,136,22,2,8,800,1,3,87.59124088,15,905,94,1,2,22,548,0,373,10,116
mp_raid_rm,koth_cdl,2.51E+18,466000,win,1,8,1.1,136,39,0,11,1725,1,3,201.754386,10,1426,153,0,3,39,513,0,423,14,192
mp_kgb,control_cdl,8.18E+18,473000,loss,1,12,0.866666667,136,72,0,13,1325,0,1,151.1406844,15,2354,382,0,2,72,526,0,337,17,454
mp_tundra,koth_cdl,1.95E+18,412000,loss,1,5,0.363636364,137,49,0,8,685,1,3,87.07627119,22,1355,225,0,1,49,472,0,321,6,274
mp_kgb,koth_cdl,1.46E+19,599000,win,1,9,0.636363636,137,59,2,14,1390,2,5,126.7477204,22,1714,285,2,2,59,658,0,491,13,344
mp_tank,sd_cdl,1.09E+18,596000,win,1,6,2.333333333,144,22,2,7,1025,1,1,95.64541213,3,737,72,1,5,22,643,0,337,2,94
mp_moscow,koth_cdl,1.31E+19,491000,loss,1,17,1.111111111,143,69,2,20,1285,3,3,143.575419,18,2557,324,3,3,69,537,0,412,20,393
mp_tank,control_cdl,4.11E+18,531000,loss,1,11,0.75,143,71,2,12,875,2,1,91.14583333,16,2619,218,1,4,71,576,0,399,11,289
mp_raid_rm,sd_cdl,5.91E+18,735000,win,1,1,0.428571429,142,15,0,3,100,1,2,7.722007722,7,741,50,0,1,16,777,0,243,1,65
mp_tank,koth_cdl,1.75E+18,457000,win,1,16,0.947368421,142,71,2,18,1340,2,2,156.7251462,19,2420,240,3,2,71,513,0,378,13,311
mp_tank,sd_cdl,9.02E+18,494000,loss,1,2,0.666666667,142,22,0,4,150,0,2,16.63585952,6,650,128,0,1,22,541,0,255,2,150
mp_miami,sd_cdl,1.55E+18,959000,win,1,6,0.875,141,28,0,7,525,1,1,31.28103277,8,1052,99,0,3,29,1007,0,513,6,127
